Stadt1	Stadt2	Abstand
Strasbourg	Krefeld	317.49
Strasbourg	Leipzig	451.00
Strasbourg	Magdeburg	482.89
Strasbourg	Mainz	162.09
Strasbourg	Mannheim	113.00
Strasbourg	Mönchengladbach	305.35
Strasbourg	München	277.96
Strasbourg	Münster (Westf.)	375.37
Strasbourg	Nürnberg	256.77
Strasbourg	Oberhausen	327.47
Strasbourg	Stuttgart	104.45
Strasbourg	Wiesbaden	170.32
Strasbourg	Wuppertal	301.02
Strasbourg	Genova	472.57
Strasbourg	Milano	361.96
Strasbourg	Padova	460.34
Strasbourg	Torino	391.46
Strasbourg	Venezia	479.72
Strasbourg	Verona	419.92
Strasbourg	AMSTERDAM	468.50
Strasbourg	Eindhoven	358.70
Strasbourg	Rotterdam	439.66
Strasbourg	s-Gravenhage	461.37
Strasbourg	Tilburg	382.01
Strasbourg	Utrecht	433.94
Strasbourg	Bâle	114.84
Strasbourg	BERNE	183.38
Strasbourg	Genève	288.95
Strasbourg	Lausanne	243.11
Strasbourg	Luzern	175.29
Strasbourg	Zürich	146.31
Toulon	Toulouse	325.16
Toulon	Bologna	415.87
Toulon	Firenze	387.43
Toulon	Genova	257.79
Toulon	Milano	349.60
Toulon	Padova	495.04
Toulon	ROMA	488.17
Toulon	Torino	249.82
Toulon	Verona	444.13
Toulon	Badalona	322.69
Toulon	Barcelona	331.11
Toulon	L'Hospitalet de Llobregat	337.12
Toulon	Palma de Mallorca	460.08
Toulon	Sabadell	324.86
Toulon	Terrassa	329.88
Toulon	BERNE	439.13
Toulon	Genève	342.71
Toulon	Lausanne	381.31
Toulon	Luzern	468.68
Toulouse	Tours	424.78
Toulouse	Torino	474.84
Toulouse	Badalona	246.66
Toulouse	Barcelona	252.76
Toulouse	Bilbao	315.41
Toulouse	L'Hospitalet de Llobregat	254.18
Toulouse	Palma de Mallorca	457.28
Toulouse	Sabadell	234.48
Toulouse	Terrassa	230.79
Toulouse	Valencia	478.25
Toulouse	Valladolid	491.95
Toulouse	Vitoria-Gasteiz	306.19
Toulouse	Zaragoza	273.60
Toulouse	Genève	443.41
Toulouse	Lausanne	493.01
Tours	Bâle	493.63
Tours	BERNE	486.01
Tours	Genève	412.03
Tours	Lausanne	435.83
Tours	Brighton and Hove	389.21
Tours	LONDON	461.96
Tours	Plymouth	478.99
Tours	Portsmouth	400.34
Tours	Reading	467.89
Tours	Southampton	418.61
Aachen	Augsburg	436.39
Aachen	Bielefeld	223.04
Aachen	Bochum	112.96
Aachen	Bonn	72.84
Aachen	Braunschweig	358.06
Aachen	Bremen	321.58
Aachen	Chemnitz	489.20
Aachen	Dortmund	128.45
Aachen	Duisburg	87.80
Aachen	Düsseldorf	70.35
Aachen	Erfurt	354.27
Aachen	Essen	100.99
Aachen	Frankfurt am Main	200.00
Aachen	Freiburg im Breisgau	334.20
Aachen	Gelsenkirchen	109.20
Aachen	Halle (Saale)	428.17
Aachen	Hamburg	416.74
Aachen	Hannover	316.10
Aachen	Karlsruhe	257.47
Aachen	Kassel	250.99
Aachen	Kiel	489.61
Aachen	Köln	65.19
Aachen	Krefeld	70.78
Aachen	Leipzig	454.16
Aachen	Lübeck	475.92
Aachen	Magdeburg	424.93
Aachen	Mainz	178.93
Aachen	Mannheim	222.60
Aachen	Mönchengladbach	52.91
Aachen	München	490.36
Aachen	Münster (Westf.)	171.94
Aachen	Nürnberg	386.18
Aachen	Oberhausen	94.69
Aachen	Stuttgart	313.77
Aachen	Wiesbaden	172.55
Aachen	Wuppertal	95.22
Aachen	AMSTERDAM	197.01
Aachen	Eindhoven	87.47
Aachen	Groningen	274.07
Aachen	Rotterdam	172.37
Aachen	s-Gravenhage	194.21
Aachen	Tilburg	112.69
Aachen	Utrecht	162.45
Aachen	Bâle	373.98
Aachen	BERNE	437.14
Aachen	Lausanne	475.15
Aachen	Luzern	444.06
Aachen	Zürich	417.65
Aachen	Brighton and Hove	445.77
Aachen	LONDON	451.51
Aachen	Luton	480.61
Augsburg	BERLIN	495.05
Augsburg	Bielefeld	440.34
Augsburg	Bochum	435.20
Augsburg	Bonn	378.51
Augsburg	Braunschweig	434.66
Augsburg	Chemnitz	310.31
Augsburg	Dortmund	427.76
Augsburg	Dresden	361.05
Augsburg	Duisburg	451.89
Augsburg	Düsseldorf	433.71
Augsburg	Erfurt	290.75
Augsburg	Essen	442.11
Augsburg	Frankfurt am Main	250.58
Augsburg	Freiburg im Breisgau	221.89
Augsburg	Gelsenkirchen	443.16
Augsburg	Halle (Saale)	355.14
Augsburg	Hannover	453.70
Augsburg	Karlsruhe	192.11
Augsburg	Kassel	343.24
Augsburg	Köln	401.53
Augsburg	Krefeld	452.91
Augsburg	Leipzig	347.41
Augsburg	Magdeburg	422.36
Augsburg	Mainz	261.25
Augsburg	Mannheim	214.10
Augsburg	Mönchengladbach	448.23
Augsburg	München	54.72
Augsburg	Münster (Westf.)	462.65
Augsburg	Nürnberg	121.66
Augsburg	Oberhausen	450.56
Augsburg	Stuttgart	131.15
Augsburg	Wiesbaden	269.33
Augsburg	Wuppertal	418.03
Augsburg	Györ	487.52
Augsburg	Bologna	432.25
Augsburg	Genova	462.55
Augsburg	Milano	345.11
Augsburg	Padova	336.64
Augsburg	Torino	433.25
Augsburg	Trieste	365.51
Augsburg	Venezia	341.85
Augsburg	Verona	325.99
Augsburg	BRATISLAVA	444.70
Augsburg	LJUBLJANA	364.76
Augsburg	Bâle	253.26
Augsburg	BERNE	292.71
Augsburg	Genève	416.55
Augsburg	Lausanne	367.70
Augsburg	Luzern	236.31
Augsburg	Zürich	201.58
BERLIN	Bielefeld	351.73
BERLIN	Bochum	455.90
BERLIN	Bonn	491.37
BERLIN	Braunschweig	206.78
BERLIN	Bremen	333.44
BERLIN	Chemnitz	190.42
BERLIN	Dortmund	438.00
BERLIN	Dresden	165.25
BERLIN	Duisburg	489.05
BERLIN	Düsseldorf	494.17
BERLIN	Erfurt	240.47
BERLIN	Essen	470.66
BERLIN	Frankfurt am Main	430.10
BERLIN	Gelsenkirchen	463.66
BERLIN	Halle (Saale)	153.43
BERLIN	Hamburg	267.26
BERLIN	Hannover	261.48
BERLIN	Kassel	309.03
BERLIN	Kiel	307.40
BERLIN	Köln	492.10
BERLIN	Leipzig	149.67
BERLIN	Lübeck	244.82
BERLIN	Magdeburg	132.20
BERLIN	Mainz	460.47
BERLIN	Mannheim	487.21
BERLIN	Münster (Westf.)	416.05
BERLIN	Nürnberg	378.88
BERLIN	Oberhausen	481.74
BERLIN	Rostock	197.14
BERLIN	Wiesbaden	457.05
BERLIN	Wuppertal	465.46
BERLIN	Groningen	493.91
BERLIN	Bydgoszcz	336.52
BERLIN	Czestochowa	452.01
BERLIN	Gdansk	427.51
BERLIN	Gdynia	424.87
BERLIN	Katowice	474.67
BERLIN	Lódz	441.79
BERLIN	Poznan	252.79
BERLIN	Sosnowiec	480.47
BERLIN	Szczecin	131.28
BERLIN	Wroclaw	299.70
BERLIN	Malmö	344.84
Bielefeld	Bochum	111.21
Bielefeld	Bonn	175.67
Bielefeld	Braunschweig	145.07
Bielefeld	Bremen	119.26
Bielefeld	Chemnitz	340.83
Bielefeld	Dortmund	94.68
Bielefeld	Dresden	387.64
Bielefeld	Duisburg	142.37
Bielefeld	Düsseldorf	153.44
Bielefeld	Erfurt	212.90
Bielefeld	Essen	125.03
Bielefeld	Frankfurt am Main	212.69
Bielefeld	Freiburg im Breisgau	450.41
Bielefeld	Gelsenkirchen	117.15
Bielefeld	Halle (Saale)	253.07
Bielefeld	Hamburg	199.94
Bielefeld	Hannover	94.97
Bielefeld	Karlsruhe	335.39
Bielefeld	Kassel	104.20
Bielefeld	Kiel	280.89
Bielefeld	Köln	164.58
Bielefeld	Krefeld	160.13
Bielefeld	Leipzig	285.01
Bielefeld	Lübeck	256.88
Bielefeld	Magdeburg	222.64
Bielefeld	Mainz	225.33
Bielefeld	Mannheim	281.57
Bielefeld	Mönchengladbach	175.70
Bielefeld	München	483.80
Bielefeld	Münster (Westf.)	64.39
Bielefeld	Nürnberg	338.62
Bielefeld	Oberhausen	134.76
Bielefeld	Rostock	345.57
Bielefeld	Stuttgart	363.66
Bielefeld	Wiesbaden	216.59
Bielefeld	Wuppertal	128.14
Bielefeld	AMSTERDAM	263.04
Bielefeld	Eindhoven	229.25
Bielefeld	Groningen	193.74
Bielefeld	Rotterdam	291.05
Bielefeld	s-Gravenhage	304.75
Bielefeld	Tilburg	251.80
Bielefeld	Utrecht	244.77
Bielefeld	Szczecin	458.18
Bochum	Bonn	83.46
Bochum	Braunschweig	251.79
Bochum	Bremen	210.62
Bochum	Chemnitz	414.31
Bochum	Dortmund	17.93
Bochum	Dresden	468.55
Bochum	Duisburg	33.31
Bochum	Düsseldorf	42.65
Bochum	Erfurt	278.07
Bochum	Essen	14.81
Bochum	Frankfurt am Main	185.00
Bochum	Freiburg im Breisgau	390.56
Bochum	Gelsenkirchen	9.42
Bochum	Halle (Saale)	339.69
Bochum	Hamburg	304.09
Bochum	Hannover	205.69
Bochum	Karlsruhe	288.17
Bochum	Kassel	163.55
Bochum	Kiel	378.74
Bochum	Köln	63.27
Bochum	Krefeld	49.83
Bochum	Leipzig	368.92
Bochum	Lübeck	363.08
Bochum	Magdeburg	324.22
Bochum	Mainz	181.28
Bochum	Mannheim	239.00
Bochum	Mönchengladbach	64.54
Bochum	München	485.36
Bochum	Münster (Westf.)	60.63
Bochum	Nürnberg	356.40
Bochum	Oberhausen	26.36
Bochum	Rostock	455.65
Bochum	Stuttgart	331.93
Bochum	Wiesbaden	172.08
Bochum	Wuppertal	24.42
Bochum	AMSTERDAM	193.63
Bochum	Eindhoven	126.58
Bochum	Groningen	198.89
Bochum	Rotterdam	203.11
Bochum	s-Gravenhage	221.01
Bochum	Tilburg	153.00
Bochum	Utrecht	165.58
Bochum	Bâle	437.50
Bochum	Luzern	499.27
Bochum	Zürich	467.05
Bonn	Braunschweig	298.08
Bonn	Bremen	287.60
Bonn	Chemnitz	416.60
Bonn	Dortmund	90.47
Bonn	Dresden	475.86
Bonn	Duisburg	81.55
Bonn	Düsseldorf	59.22
Bonn	Erfurt	282.15
Bonn	Essen	80.63
Bonn	Frankfurt am Main	132.77
Bonn	Freiburg im Breisgau	309.60
Bonn	Gelsenkirchen	86.28
Bonn	Halle (Saale)	357.98
Bonn	Hamburg	375.42
Bonn	Hannover	262.37
Bonn	Karlsruhe	213.79
Bonn	Kassel	182.77
Bonn	Kiel	454.38
Bonn	Köln	24.68
Bonn	Krefeld	76.82
Bonn	Leipzig	383.06
Bonn	Lübeck	432.52
Bonn	Magdeburg	359.82
Bonn	Mainz	117.26
Bonn	Mannheim	169.67
Bonn	Mönchengladbach	69.79
Bonn	München	431.30
Bonn	Münster (Westf.)	141.13
Bonn	Nürnberg	318.12
Bonn	Oberhausen	83.59
Bonn	Stuttgart	263.75
Bonn	Wiesbaden	109.32
Bonn	Wuppertal	59.04
Bonn	AMSTERDAM	241.03
Bonn	Eindhoven	142.20
Bonn	Groningen	278.99
Bonn	Rotterdam	230.26
Bonn	s-Gravenhage	251.37
Bonn	Tilburg	170.86
Bonn	Utrecht	207.72
Bonn	Bâle	355.39
Bonn	BERNE	422.30
Bonn	Lausanne	470.21
Bonn	Luzern	419.12
Bonn	Zürich	388.29
Braunschweig	Bremen	152.36
Braunschweig	Chemnitz	234.32
Braunschweig	Dortmund	234.08
Braunschweig	Dresden	266.69
Braunschweig	Duisburg	284.53
Braunschweig	Düsseldorf	291.83
Braunschweig	Erfurt	147.71
Braunschweig	Essen	266.38
Braunschweig	Frankfurt am Main	273.52
Braunschweig	Gelsenkirchen	259.03
Braunschweig	Halle (Saale)	135.21
Braunschweig	Hamburg	147.03
Braunschweig	Hannover	57.45
Braunschweig	Karlsruhe	393.01
Braunschweig	Kassel	128.83
Braunschweig	Kiel	230.74
Braunschweig	Köln	294.47
Braunschweig	Krefeld	301.61
Braunschweig	Leipzig	167.62
Braunschweig	Lübeck	178.65
Braunschweig	Magdeburg	81.18
Braunschweig	Mainz	298.80
Braunschweig	Mannheim	342.08
Braunschweig	Mönchengladbach	315.64
Braunschweig	München	465.51
Braunschweig	Münster (Westf.)	209.31
Braunschweig	Nürnberg	315.34
Braunschweig	Oberhausen	277.07
Braunschweig	Rostock	233.57
Braunschweig	Stuttgart	399.73
Braunschweig	Wiesbaden	292.63
Braunschweig	Wuppertal	263.86
Braunschweig	AMSTERDAM	402.72
Braunschweig	Eindhoven	373.95
Braunschweig	Groningen	302.12
Braunschweig	Rotterdam	434.99
Braunschweig	s-Gravenhage	447.65
Braunschweig	Tilburg	396.86
Braunschweig	Utrecht	387.55
Braunschweig	Poznan	457.58
Braunschweig	Szczecin	315.83
Braunschweig	Wroclaw	478.58
Braunschweig	Malmö	411.82
Bremen	Chemnitz	386.07
Bremen	Dortmund	198.53
Bremen	Dresden	418.54
Bremen	Duisburg	234.06
Bremen	Düsseldorf	251.99
Bremen	Erfurt	282.41
Bremen	Essen	220.95
Bremen	Frankfurt am Main	330.15
Bremen	Gelsenkirchen	212.84
Bremen	Halle (Saale)	287.41
Bremen	Hamburg	100.54
Bremen	Hannover	102.61
Bremen	Karlsruhe	453.79
Bremen	Kassel	201.96
Bremen	Kiel	168.17
Bremen	Köln	272.10
Bremen	Krefeld	251.76
Bremen	Leipzig	319.94
Bremen	Lübeck	160.52
Bremen	Magdeburg	228.19
Bremen	Mainz	344.30
Bremen	Mannheim	399.89
Bremen	Mönchengladbach	269.43
Bremen	Münster (Westf.)	150.12
Bremen	Nürnberg	434.57
Bremen	Oberhausen	226.96
Bremen	Rostock	263.06
Bremen	Stuttgart	479.04
Bremen	Wiesbaden	335.65
Bremen	Wuppertal	232.88
Bremen	AMSTERDAM	290.55
Bremen	Eindhoven	300.69
Bremen	Groningen	160.89
Bremen	Rotterdam	336.06
Bremen	s-Gravenhage	343.02
Bremen	Tilburg	315.31
Bremen	Utrecht	286.02
Bremen	Szczecin	412.57
Bremen	Malmö	411.26
Chemnitz	Dortmund	397.70
Chemnitz	Dresden	62.94
Chemnitz	Duisburg	445.93
Chemnitz	Düsseldorf	441.82
Chemnitz	Erfurt	136.57
Chemnitz	Essen	428.23
Chemnitz	Frankfurt am Main	313.84
Chemnitz	Freiburg im Breisgau	481.00
Chemnitz	Gelsenkirchen	423.59
Chemnitz	Halle (Saale)	99.49
Chemnitz	Hamburg	366.78
Chemnitz	Hannover	285.27
Chemnitz	Karlsruhe	381.85
Chemnitz	Kassel	251.27
Chemnitz	Kiel	436.70
Chemnitz	Köln	426.68
Chemnitz	Krefeld	458.35
Chemnitz	Leipzig	68.93
Chemnitz	Lübeck	373.78
Chemnitz	Magdeburg	171.35
Chemnitz	Mainz	345.04
Chemnitz	Mannheim	352.04
Chemnitz	Mönchengladbach	465.78
Chemnitz	München	315.12
Chemnitz	Münster (Westf.)	398.36
Chemnitz	Nürnberg	202.47
Chemnitz	Oberhausen	440.04
Chemnitz	Rostock	367.30
Chemnitz	Stuttgart	352.08
Chemnitz	Wiesbaden	345.13
Chemnitz	Wuppertal	413.73
Chemnitz	Györ	485.68
Chemnitz	Bydgoszcz	443.41
Chemnitz	Czestochowa	443.24
Chemnitz	Katowice	440.52
Chemnitz	Lódz	478.51
Chemnitz	Poznan	334.73
Chemnitz	Sosnowiec	448.21
Chemnitz	Szczecin	311.64
Chemnitz	Wroclaw	291.62
Chemnitz	BRATISLAVA	422.50
Chemnitz	Zürich	496.48
Dortmund	Dresden	451.48
Dortmund	Duisburg	51.22
Dortmund	Düsseldorf	58.82
Dortmund	Erfurt	261.69
Dortmund	Essen	32.74
Dortmund	Frankfurt am Main	178.81
Dortmund	Freiburg im Breisgau	392.53
Dortmund	Gelsenkirchen	26.40
Dortmund	Halle (Saale)	322.15
Dortmund	Hamburg	290.05
Dortmund	Hannover	188.64
Dortmund	Karlsruhe	287.02
Dortmund	Kassel	146.62
Dortmund	Kiel	366.28
Dortmund	Köln	73.58
Dortmund	Krefeld	67.63
Dortmund	Leipzig	351.56
Dortmund	Lübeck	348.61
Dortmund	Magdeburg	306.30
Dortmund	Mainz	178.10
Dortmund	Mannheim	236.46
Dortmund	Mönchengladbach	81.78
Dortmund	München	477.12
Dortmund	Münster (Westf.)	50.70
Dortmund	Nürnberg	345.38
Dortmund	Oberhausen	44.17
Dortmund	Rostock	439.91
Dortmund	Stuttgart	328.25
Dortmund	Wiesbaden	168.79
Dortmund	Wuppertal	34.60
Dortmund	AMSTERDAM	207.22
Dortmund	Eindhoven	144.27
Dortmund	Groningen	200.30
Dortmund	Rotterdam	219.42
Dortmund	s-Gravenhage	236.85
Dortmund	Tilburg	170.40
Dortmund	Utrecht	180.40
Dortmund	Bâle	440.40
Dortmund	Zürich	467.37
Dresden	Düsseldorf	498.16
Dresden	Erfurt	193.89
Dresden	Essen	482.80
Dresden	Frankfurt am Main	376.30
Dresden	Gelsenkirchen	477.68
Dresden	Halle (Saale)	135.27
Dresden	Hamburg	384.89
Dresden	Hannover	321.76
Dresden	Karlsruhe	444.04
Dresden	Kassel	305.01
Dresden	Kiel	446.19
Dresden	Köln	484.80
Dresden	Leipzig	102.73
Dresden	Lübeck	382.06
Dresden	Magdeburg	192.39
Dresden	Mainz	407.58
Dresden	Mannheim	414.93
Dresden	München	359.13
Dresden	Münster (Westf.)	447.85
Dresden	Nürnberg	260.25
Dresden	Oberhausen	494.62
Dresden	Rostock	357.72
Dresden	Stuttgart	412.43
Dresden	Wiesbaden	407.48
Dresden	Wuppertal	469.66
Dresden	Györ	466.49
Dresden	Bydgoszcz	382.21
Dresden	Czestochowa	386.05
Dresden	Katowice	387.85
Dresden	Kraków	461.22
Dresden	Lódz	416.66
Dresden	Poznan	272.71
Dresden	Sosnowiec	395.26
Dresden	Szczecin	271.29
Dresden	Wroclaw	231.82
Dresden	BRATISLAVA	402.63
Duisburg	Düsseldorf	23.36
Duisburg	Erfurt	309.46
Duisburg	Essen	18.50
Duisburg	Frankfurt am Main	201.55
Duisburg	Freiburg im Breisgau	390.60
Duisburg	Gelsenkirchen	25.50
Duisburg	Halle (Saale)	372.62
Duisburg	Hamburg	330.30
Duisburg	Hannover	237.28
Duisburg	Karlsruhe	294.70
Duisburg	Kassel	195.85
Duisburg	Kiel	401.95
Duisburg	Köln	57.10
Duisburg	Krefeld	18.10
Duisburg	Leipzig	401.62
Duisburg	Lübeck	389.87
Duisburg	Magdeburg	357.46
Duisburg	Mainz	192.94
Duisburg	Mannheim	248.58
Duisburg	Mönchengladbach	35.39
Duisburg	Münster (Westf.)	85.40
Duisburg	Nürnberg	379.38
Duisburg	Oberhausen	7.62
Duisburg	Rostock	484.61
Duisburg	Stuttgart	342.60
Duisburg	Wiesbaden	184.13
Duisburg	Wuppertal	35.46
Duisburg	AMSTERDAM	169.39
Duisburg	Eindhoven	93.64
Duisburg	Groningen	199.04
Duisburg	Rotterdam	172.94
Duisburg	s-Gravenhage	191.75
Duisburg	Tilburg	120.65
Duisburg	Utrecht	138.97
Duisburg	Bâle	435.54
Duisburg	Zürich	469.79
Duisburg	Brighton and Hove	498.36
Duisburg	LONDON	492.50
Düsseldorf	Erfurt	305.29
Düsseldorf	Essen	31.06
Düsseldorf	Frankfurt am Main	184.29
Düsseldorf	Freiburg im Breisgau	367.52
Düsseldorf	Gelsenkirchen	39.16
Düsseldorf	Halle (Saale)	372.49
Düsseldorf	Hamburg	346.46
Düsseldorf	Hannover	247.42
Düsseldorf	Karlsruhe	272.96
Düsseldorf	Kassel	194.46
Düsseldorf	Kiel	420.15
Düsseldorf	Köln	34.54
Düsseldorf	Krefeld	19.44
Düsseldorf	Leipzig	400.49
Düsseldorf	Lübeck	405.58
Düsseldorf	Magdeburg	362.08
Düsseldorf	Mainz	173.39
Düsseldorf	Mannheim	227.91
Düsseldorf	Mönchengladbach	24.62
Düsseldorf	München	485.68
Düsseldorf	Münster (Westf.)	101.96
Düsseldorf	Nürnberg	365.30
Düsseldorf	Oberhausen	27.71
Düsseldorf	Rostock	498.27
Düsseldorf	Stuttgart	322.04
Düsseldorf	Wiesbaden	164.84
Düsseldorf	Wuppertal	29.04
Düsseldorf	AMSTERDAM	185.55
Düsseldorf	Eindhoven	98.02
Düsseldorf	Groningen	222.39
Düsseldorf	Rotterdam	182.70
Düsseldorf	s-Gravenhage	202.64
Düsseldorf	Tilburg	126.61
Düsseldorf	Utrecht	153.51
Düsseldorf	Bâle	412.27
Düsseldorf	BERNE	478.49
Düsseldorf	Luzern	477.35
Düsseldorf	Zürich	447.04
Düsseldorf	Brighton and Hove	497.02
Düsseldorf	LONDON	494.63
Erfurt	Essen	291.86
Erfurt	Frankfurt am Main	193.56
Erfurt	Freiburg im Breisgau	402.26
Erfurt	Gelsenkirchen	287.38
Erfurt	Halle (Saale)	87.69
Erfurt	Hamburg	294.74
Erfurt	Hannover	180.76
Erfurt	Karlsruhe	288.71
Erfurt	Kassel	116.10
Erfurt	Kiel	377.73
Erfurt	Köln	290.95
Erfurt	Krefeld	321.79
Erfurt	Leipzig	104.37
Erfurt	Lübeck	322.45
Erfurt	Magdeburg	135.65
Erfurt	Mainz	224.82
Erfurt	Mannheim	246.94
Erfurt	Mönchengladbach	329.31
Erfurt	München	318.58
Erfurt	Münster (Westf.)	265.92
Erfurt	Nürnberg	169.65
Erfurt	Oberhausen	303.65
Erfurt	Rostock	355.47
Erfurt	Stuttgart	278.20
Erfurt	Wiesbaden	222.82
Erfurt	Wuppertal	277.16
Erfurt	AMSTERDAM	465.33
Erfurt	Eindhoven	402.30
Erfurt	Groningen	404.91
Erfurt	Rotterdam	481.08
Erfurt	s-Gravenhage	498.46
Erfurt	Tilburg	430.00
Erfurt	Utrecht	441.10
Erfurt	Poznan	450.00
Erfurt	Szczecin	371.38
Erfurt	Wroclaw	425.71
Erfurt	Bâle	453.20
Erfurt	Luzern	478.51
Erfurt	Zürich	438.90
Essen	Frankfurt am Main	191.55
Essen	Freiburg im Breisgau	389.92
Essen	Gelsenkirchen	8.21
Essen	Halle (Saale)	354.27
Essen	Hamburg	315.77
Essen	Hannover	219.77
Essen	Karlsruhe	290.31
Essen	Kassel	177.79
Essen	Kiel	389.10
Essen	Köln	58.00
Essen	Krefeld	35.29
Essen	Leipzig	383.39
Essen	Lübeck	375.04
Essen	Magdeburg	339.01
Essen	Mainz	185.52
Essen	Mannheim	242.44
Essen	Mönchengladbach	50.82
Essen	München	492.86
Essen	Münster (Westf.)	70.99
Essen	Nürnberg	366.19
Essen	Oberhausen	11.82
Essen	Rostock	468.61
Essen	Stuttgart	336.01
Essen	Wiesbaden	176.47
Essen	Wuppertal	24.53
Essen	AMSTERDAM	182.72
Essen	Eindhoven	111.95
Essen	Groningen	198.58
Essen	Rotterdam	189.70
Essen	s-Gravenhage	208.00
Essen	Tilburg	138.64
Essen	Utrecht	153.61
Essen	Bâle	436.01
Essen	Luzern	499.17
Essen	Zürich	467.67
Frankfurt am Main	Freiburg im Breisgau	242.76
Frankfurt am Main	Gelsenkirchen	192.75
Frankfurt am Main	Halle (Saale)	280.35
Frankfurt am Main	Hamburg	393.72
Frankfurt am Main	Hannover	263.04
Frankfurt am Main	Karlsruhe	124.46
Frankfurt am Main	Kassel	146.08
Frankfurt am Main	Kiel	480.18
Frankfurt am Main	Köln	153.78
Frankfurt am Main	Krefeld	203.68
Frankfurt am Main	Leipzig	297.40
Frankfurt am Main	Lübeck	441.86
Frankfurt am Main	Magdeburg	308.74
Frankfurt am Main	Mainz	31.47
Frankfurt am Main	Mannheim	70.81
Frankfurt am Main	Mönchengladbach	200.91
Frankfurt am Main	München	301.73
Frankfurt am Main	Münster (Westf.)	218.63
Frankfurt am Main	Nürnberg	186.21
Frankfurt am Main	Oberhausen	200.03
Frankfurt am Main	Stuttgart	152.49
Frankfurt am Main	Wiesbaden	31.65
Frankfurt am Main	Wuppertal	167.46
Frankfurt am Main	AMSTERDAM	369.82
Frankfurt am Main	Eindhoven	274.91
Frankfurt am Main	Groningen	377.55
Frankfurt am Main	Rotterdam	362.88
Frankfurt am Main	s-Gravenhage	383.84
Frankfurt am Main	Tilburg	303.62
Frankfurt am Main	Utrecht	337.67
Frankfurt am Main	Bâle	294.67
Frankfurt am Main	BERNE	362.80
Frankfurt am Main	Genève	471.32
Frankfurt am Main	Lausanne	425.46
Frankfurt am Main	Luzern	341.65
Frankfurt am Main	Zürich	304.93
Freiburg im Breisgau	Gelsenkirchen	394.90
Freiburg im Breisgau	Halle (Saale)	487.24
Freiburg im Breisgau	Karlsruhe	119.27
Freiburg im Breisgau	Kassel	387.67
Freiburg im Breisgau	Köln	333.59
Freiburg im Breisgau	Krefeld	382.64
Freiburg im Breisgau	Leipzig	493.21
Freiburg im Breisgau	Mainz	225.25
Freiburg im Breisgau	Mannheim	172.00
Freiburg im Breisgau	Mönchengladbach	370.08
Freiburg im Breisgau	München	266.87
Freiburg im Breisgau	Münster (Westf.)	441.05
Freiburg im Breisgau	Nürnberg	282.12
Freiburg im Breisgau	Oberhausen	393.13
Freiburg im Breisgau	Stuttgart	128.97
Freiburg im Breisgau	Wiesbaden	233.85
Freiburg im Breisgau	Wuppertal	366.87
Freiburg im Breisgau	Bologna	462.99
Freiburg im Breisgau	Genova	406.89
Freiburg im Breisgau	Milano	297.39
Freiburg im Breisgau	Padova	407.16
Freiburg im Breisgau	Torino	326.14
Freiburg im Breisgau	Trieste	497.42
Freiburg im Breisgau	Venezia	428.90
Freiburg im Breisgau	Verona	362.67
Freiburg im Breisgau	Eindhoven	420.81
Freiburg im Breisgau	Rotterdam	499.64
Freiburg im Breisgau	Tilburg	443.09
Freiburg im Breisgau	Utrecht	496.48
Freiburg im Breisgau	Bâle	52.21
Freiburg im Breisgau	BERNE	120.04
Freiburg im Breisgau	Genève	233.90
Freiburg im Breisgau	Lausanne	185.72
Freiburg im Breisgau	Luzern	110.18
Freiburg im Breisgau	Zürich	85.28
Gelsenkirchen	Halle (Saale)	348.54
Gelsenkirchen	Hamburg	307.56
Gelsenkirchen	Hannover	211.98
Gelsenkirchen	Karlsruhe	293.97
Gelsenkirchen	Kassel	172.72
Gelsenkirchen	Kiel	381.00
Gelsenkirchen	Köln	64.48
Gelsenkirchen	Krefeld	42.99
Gelsenkirchen	Leipzig	377.90
Gelsenkirchen	Lübeck	366.83
Gelsenkirchen	Magdeburg	332.15
Gelsenkirchen	Mainz	188.04
Gelsenkirchen	Mannheim	245.42
Gelsenkirchen	Mönchengladbach	58.91
Gelsenkirchen	München	493.55
Gelsenkirchen	Münster (Westf.)	62.82
Gelsenkirchen	Nürnberg	365.32
Gelsenkirchen	Oberhausen	18.08
Gelsenkirchen	Rostock	460.46
Gelsenkirchen	Stuttgart	338.68
Gelsenkirchen	Wiesbaden	178.90
Gelsenkirchen	Wuppertal	28.11
Gelsenkirchen	AMSTERDAM	184.38
Gelsenkirchen	Eindhoven	117.89
Gelsenkirchen	Groningen	193.82
Gelsenkirchen	Rotterdam	193.75
Gelsenkirchen	s-Gravenhage	211.61
Gelsenkirchen	Tilburg	144.02
Gelsenkirchen	Utrecht	156.19
Gelsenkirchen	Bâle	441.36
Gelsenkirchen	Zürich	472.10
Halle (Saale)	Hamburg	268.86
Halle (Saale)	Hannover	187.95
Halle (Saale)	Karlsruhe	375.46
Halle (Saale)	Kassel	178.16
Halle (Saale)	Kiel	342.26
Halle (Saale)	Köln	363.34
Halle (Saale)	Krefeld	387.04
Halle (Saale)	Leipzig	32.93
Halle (Saale)	Lübeck	280.81
Halle (Saale)	Magdeburg	76.01
Halle (Saale)	Mainz	311.37
Halle (Saale)	Mannheim	334.58
Halle (Saale)	Mönchengladbach	397.06
Halle (Saale)	München	373.41
Halle (Saale)	Münster (Westf.)	314.39
Halle (Saale)	Nürnberg	234.65
