JD V-C s1 V-K1 s2 V-K2 s3 C1-K1 s4 C1-K2 s5 C2-K1 s6 C2-K2 s7 K1-K2 s8
2460492.6044792 -0.71448 0.00320 -1.62244 0.00638 -0.34778 0.00333 -0.58895 0.00721 0.68571 0.00472 -1.15422 0.00662 0.12044 0.00377 1.27466 0.00654
2460492.6131713 -0.73738 0.00328 -1.66006 0.00680 -0.37995 0.00343 -0.62158 0.00764 0.65854 0.00489 -1.15816 0.00706 0.12195 0.00392 1.28011 0.00697
2460492.6211690 -0.83269 0.00335 -1.74510 0.00736 -0.46388 0.00347 -0.59669 0.00827 0.68453 0.00513 -1.15670 0.00768 0.12452 0.00410 1.28122 0.00757
2460492.6465509 -0.71100 0.00390 -1.61588 0.00848 -0.34485 0.00399 -0.57747 0.00954 0.69356 0.00592 -1.15609 0.00879 0.11493 0.00463 1.27103 0.00867
2460492.3986343 -0.72450 0.00311 -1.66228 0.00622 -0.37105 0.00326 -0.61707 0.00701 0.67416 0.00459 -1.18504 0.00646 0.10619 0.00369 1.29123 0.00637
2460492.4058796 -0.75715 0.00318 -1.69088 0.00645 -0.41908 0.00335 -0.61764 0.00728 0.65416 0.00475 -1.17823 0.00673 0.09356 0.00385 1.27180 0.00665
2460492.4283333 -0.77311 0.00334 -1.71282 0.00692 -0.41687 0.00352 -0.62496 0.00778 0.67099 0.00500 -1.18343 0.00722 0.11252 0.00406 1.29595 0.00712
2460492.4355903 -0.74196 0.00331 -1.65301 0.00671 -0.38829 0.00349 -0.59662 0.00754 0.66810 0.00491 -1.15458 0.00700 0.11015 0.00402 1.26472 0.00690
2460492.4384838 -0.73596 0.00333 -1.66213 0.00673 -0.38795 0.00353 -0.61393 0.00757 0.66025 0.00496 -1.16838 0.00701 0.10579 0.00405 1.27418 0.00693
2460492.4660069 -0.81581 0.00325 -1.73481 0.00671 -0.44504 0.00342 -0.60485 0.00757 0.68492 0.00488 -1.16236 0.00701 0.12742 0.00397 1.28978 0.00692
2460492.5037500 -0.72059 0.00297 -1.63032 0.00571 -0.35869 0.00314 -0.59167 0.00646 0.67996 0.00434 -1.15542 0.00595 0.11621 0.00354 1.27163 0.00587
2460492.5233218 -0.86265 0.00288 -1.79010 0.00578 -0.50218 0.00308 -0.60248 0.00656 0.68543 0.00437 -1.17722 0.00607 0.11070 0.00359 1.28791 0.00600
2460492.5537616 -0.70954 0.00280 -1.63026 0.00549 -0.35378 0.00299 -0.58820 0.00616 0.68829 0.00410 -1.17493 0.00569 0.10155 0.00334 1.27648 0.00564
2460492.5581134 -0.72505 0.00279 -1.63147 0.00530 -0.36013 0.00295 -0.58738 0.00602 0.68396 0.00410 -1.15269 0.00552 0.11864 0.00333 1.27134 0.00545
2460492.5639005 -0.77688 0.00277 -1.70590 0.00543 -0.41664 0.00296 -0.60875 0.00614 0.68051 0.00412 -1.17602 0.00566 0.11325 0.00337 1.28927 0.00560
2460492.5667940 -0.82019 0.00281 -1.71708 0.00560 -0.44582 0.00298 -0.57794 0.00634 0.69332 0.00421 -1.14311 0.00585 0.12815 0.00344 1.27126 0.00578
2460492.5849190 -0.77741 0.00296 -1.70766 0.00599 -0.42147 0.00311 -0.60519 0.00678 0.68100 0.00445 -1.18009 0.00624 0.10611 0.00357 1.28620 0.00617
2460492.6168171 -0.77511 0.00332 -1.70449 0.00729 -0.42868 0.00346 -0.61462 0.00816 0.66119 0.00504 -1.17311 0.00757 0.10270 0.00401 1.27581 0.00748
2460492.3920718 -0.73187 0.00326 -1.66223 0.00695 -0.38667 0.00345 -0.61850 0.00772 0.65706 0.00482 -1.17234 0.00721 0.10322 0.00394 1.27556 0.00713
2460492.4145602 -0.83853 0.00319 -1.76696 0.00657 -0.48279 0.00338 -0.61625 0.00743 0.66792 0.00485 -1.17061 0.00687 0.11356 0.00394 1.28417 0.00679
2460492.4297801 -0.76360 0.00342 -1.69216 0.00695 -0.40963 0.00356 -0.61064 0.00788 0.67189 0.00514 -1.17417 0.00725 0.10836 0.00411 1.28253 0.00715
2460492.4442824 -0.72678 0.00336 -1.66148 0.00678 -0.37939 0.00350 -0.61241 0.00766 0.66967 0.00501 -1.18290 0.00705 0.09918 0.00400 1.28208 0.00696
2460492.5218750 -0.86384 0.00292 -1.77210 0.00594 -0.50178 0.00311 -0.59245 0.00673 0.67787 0.00443 -1.15260 0.00622 0.11772 0.00362 1.27032 0.00615
2460492.5566667 -0.72694 0.00279 -1.65053 0.00550 -0.35695 0.00296 -0.61070 0.00616 0.68288 0.00406 -1.16618 0.00572 0.12739 0.00335 1.29358 0.00565
2460492.6015972 -0.71745 0.00316 -1.62094 0.00641 -0.35838 0.00331 -0.58747 0.00725 0.67509 0.00473 -1.14796 0.00667 0.11460 0.00378 1.26256 0.00659
2460492.4102199 -0.79599 0.00314 -1.73601 0.00642 -0.44741 0.00331 -0.62182 0.00727 0.66677 0.00475 -1.18578 0.00670 0.10282 0.00382 1.28860 0.00663
2460492.4428356 -0.72499 0.00333 -1.65937 0.00676 -0.38749 0.00351 -0.61457 0.00760 0.65731 0.00495 -1.18110 0.00701 0.09078 0.00398 1.27188 0.00695
2460492.3790278 -0.76719 0.00357 -1.69236 0.00816 -0.41929 0.00366 -0.60362 0.00915 0.66946 0.00553 -1.17294 0.00845 0.10014 0.00427 1.27308 0.00836
2460492.3804745 -0.75658 0.00352 -1.68202 0.00775 -0.41006 0.00368 -0.59751 0.00877 0.67444 0.00552 -1.17695 0.00804 0.09501 0.00424 1.27195 0.00799
2460492.3964236 -0.72306 0.00321 -1.65851 0.00647 -0.37272 0.00337 -0.62484 0.00729 0.66095 0.00476 -1.17668 0.00674 0.10911 0.00387 1.28579 0.00665
2460492.4044329 -0.74444 0.00317 -1.67587 0.00646 -0.40366 0.00334 -0.61129 0.00729 0.66091 0.00474 -1.17835 0.00671 0.09386 0.00380 1.27221 0.00665
2460492.4457292 -0.72228 0.00331 -1.66955 0.00680 -0.38756 0.00351 -0.62994 0.00764 0.65205 0.00494 -1.19252 0.00706 0.08947 0.00399 1.28199 0.00699
2460492.4087731 -0.78637 0.00319 -1.70922 0.00649 -0.43287 0.00337 -0.60582 0.00732 0.67054 0.00477 -1.16793 0.00677 0.10842 0.00389 1.27635 0.00669
